tweet_created_at,id_str,tweet_text,tweet_link,hashtags,source,user_id_str,user_name,user_screen_name,location,profile_location,user_profile_description,url,protected,followers_count,friends_count,listed_count,profile_created_at,favorites_count,utc_offset,geo_enabled,verified,statuses_count,lang,status,contributors_enabled,is_translation_enabled,tweet_geo,tweet_coordinates,tweet_place,tweet_contributors,tweet_is_quote_status,tweet_retweet_count,tweet_favorite_count,classification,context_information
2021-06-25 19:20:00,1408505272138534912,"#Vaccines have proven to work against #COVID-19.   To help keep everyone safe, we created NowAware: A simple, accessible &amp; highly accurate detection process that, in conjunction with the deployment of the vaccine, will help bring the spread of COVID-19 to an end https://t.co/fdk7Qy4Stj",twitter.com/anyuser/status/1408505272138534912,Vaccines,TweetDeck,1245014507967086592,NowAwarekit,nowawarekit,"Lowell, MA",NONE,"The Reliable, Rapid Result Coronavirus Test Kit",https://t.co/BT12qp8L2x,False,14,4,0,2020-03-31 15:46:23,3,None,False,False,2479,None,NONE,False,False,None,None,None,None,False,0,0,Unverified,"0.33460046,0.22562027,0.22562027,0.22562027,0.22562027,0.22562027,
 0.22562027,0.22562027,0.22562027,0.21796039"
2021-06-25 18:34:15,1408493759067615232,#COVID19TN Covid positive cases today in TN 5755 Individuals Tested 168406 TPR in TN is 3.42%. TPR dipped. TPR yesterday 3.68%. Fatality dipped. Follow appropriate covid protocols. Stay home Stay safe. Avoid third wave #CovidVaccine #COVID #Corona #DeltaPlusVariant https://t.co/cPfZ7oiwqK,twitter.com/anyuser/status/1408493759067615232,COVID19TN,Twitter for Android,1299250539033575424,AIIEAchennai1,iceuchennaidiv1,,NONE,unity is our strength,None,False,194,193,0,2020-08-28 7:44:15,206,None,False,False,392,None,NONE,False,False,None,None,None,None,False,1,0,Informative,"0.24693171,0.16109622,0.16109622,0.16109622,0.16109622,0.16109622,
 0.16109622,0.1489169 ,0.14027554,0.14027554"
2021-06-25 16:54:12,1408468582275588101,45k+ New #Covid cases Reported today in India.  (60k recovered)  Stay Safe.. Be Vaccinated 👍  #CovidIndia #COVID19India,twitter.com/anyuser/status/1408468582275588101,Covid,Twitter for Android,3316848282,TollywoodBoxoffice.IN,TBO_Updates,Hyderabad,NONE,"Official Twitter Handle of https://t.co/2DkwTB9VIi, Portal for Tollywood News, Boxoffice Updates.  Contact us at info@tollywoodboxoffice.in",https://t.co/ZHgk2srDSu,False,16625,273,25,2015-08-16 14:07:59,1255,None,True,False,8602,None,NONE,False,False,None,None,None,None,False,3,25,Informative,"0.30153567,0.28712744,0.26540165,0.230599  ,0.230599  ,0.21619077,
 0.21202356,0.21202356,0.20810907,0.08754088"
2021-06-25 16:21:16,1408460292535689219,Breaking now: the ministry states that pregnant women can get the vaccine and the jab is safe for them and their child.  #Covid #Covid19 #Immunise #Vaccine #VaccineForAll #VaccineNews #VaccineUpdates #India #VacineUpdatesIndia #women #womenhealth #mothers #pregnant https://t.co/m3x4drg7fP,twitter.com/anyuser/status/1408460292535689219,Covid,Twitter for Android,1402216727442718720,immunise.in,immunise_india,,NONE,"Verifiable & scientific information by public health experts & doctors in 12 languages on Covid19 vaccine for India. Solving vaccine access, equity & hesitancy.",https://t.co/JJI31oB3d2,False,18,8,0,2021-06-08 10:51:48,9,None,False,False,68,None,NONE,False,False,None,None,None,None,False,0,2,Informative,"0.42893569,0.39650697,0.21446785,0.21446785,0.21446785,0.19825348,
 0.18933978,0.18674921,0.1778258 ,0.14281621"
2021-06-25 15:53:17,1408453251855433732,"Premier Alan #Winde has called on residents to be safe over the weekend, as the chances of getting infected with #Covid-19 are greater now than in previous weeks. The Western Cape recorded nearly 1 700 new Covid-19 cases over the last 24 hours. #Smile904FMNews",twitter.com/anyuser/status/1408453251855433732,Winde,Fabrik.fm,872016284,Smile90.4 FM,Smile904FM,"Cape Town, South Africa",NONE,"Smile 90.4FM is a bilingual radio station offering entertainment, information + inspiration to the Cape Metropole. Studio: 0861 99 00 44 Whatsapp: 082 9 904 904",https://t.co/gs1g4xOBWB,False,11850,1378,54,2012-10-10 15:38:49,3391,None,True,False,21639,None,NONE,False,False,None,None,None,None,False,0,0,Informative,"0.21769243,0.21769243,0.21769243,0.21769243,0.21769243,0.21769243,
 0.21769243,0.21769243,0.21769243,0.21769243"
2021-06-25 14:33:01,1408433049373655048,"This is enlightening. About time the truth came out. Just 6% of deaths were attributed to #covid Yet @BBCNews @SkyNews etc harps on every day about thousands testing positive, and deaths within 28 days of pcr test, no matter the ACTUAL cause, nothing said on jab side effects! https://t.co/s0mWhOK1pc",twitter.com/anyuser/status/1408433049373655048,covid,Twitter for Android,450870940,Fiona Anderson,FionaLegal,"Wokingham, England",NONE,Elected public Governor of an NHS Hospital FT in South England. Writer/Researcher/ Nature Photographer. ❤ cats. LL.B (Hons) grad. Stands up for what's right...,https://t.co/CaSUWIHiGk,False,327,1652,8,2011-12-30 19:19:49,6069,None,True,False,15131,None,NONE,False,False,None,None,None,None,True,0,1,Misinformative,"0.29847374,0.2132244 ,0.2132244 ,0.2132244 ,0.2132244 ,0.2132244 ,
 0.2132244 ,0.19710405,0.19710405,0.18566647"
2021-06-25 10:55:56,1408378422120886272,CDC links Pfizer Covid vaccine to heart inflammation - latest update and symptoms to spot  https://t.co/nGvloF4VzT  #COVID #CovidVaccine #Pfizer #Covid19UK #Covid19 #Covid_19 #UK #eu,twitter.com/anyuser/status/1408378422120886272,COVID,Twitter for iPhone,2418922083,Villain 💫🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🇦🇺🇨🇦🇳🇿🇺🇸,Villain1982,Villain Park 🏴󠁧󠁢󠁥󠁮󠁧󠁿,NONE,Aston Villa F.C - U.K. Exit From EU - 2021 🥂,None,False,268,240,7,2014-03-18 1:39:59,43614,None,False,False,28436,None,NONE,False,False,None,None,None,None,False,1,1,Informative,"0.47873078,0.25411097,0.25411097,0.23936539,0.22792783,0.22792783,
 0.21858267,0.21068144,0.21068144,0.19779994"
2021-06-25 7:46:52,1408330841592303616,SARS-CoV-2 infection pathogenesis is related to oxidative stress as a response to aggression' https://t.co/mb66AWkpuH  #CovidVaccine #Covid   'Oxidative Stress and Endometriosis https://t.co/qyxIzioFre  'Are Covid vaccines causing period problems? https://t.co/gEvzUr6cV1,twitter.com/anyuser/status/1408330841592303616,CovidVaccine,Twitter for Android,463244647,Elizabeth Maiden,Fair_Maiden7,"Yorkshire, England",NONE,"Realistic idealist, frustrated with politics, religion and liars in general. “Very Voluntarily Persona Non Grata” Very into facts. INFP.",None,False,474,255,2,2012-01-13 22:03:12,4931,None,False,False,10250,None,NONE,False,False,None,None,None,None,False,0,0,Informative,"0.42344754,0.42344754,0.21172377,0.21172377,0.21172377,0.21172377,
 0.19571687,0.19571687,0.18435979,0.18435979"
2021-06-24 17:56:36,1408121895027830786,"There are other side effects  following #COVID-19 vaccines are #fatigue, a #fever, #headaches, body aches, chills, #nausea, #diarrhea, and pain at the site of injection, according to the World Health OrganizationTrusted Source. https://t.co/amz1Py2lDg",twitter.com/anyuser/status/1408121895027830786,COVID,Twitter Web App,110838368,Adino Adonai,Adinoadonai,los angeles,NONE,"artist, musician,counselor, humanitarian, philosopher, priest (not Joel Osteen)
 A servant of humanity!",https://t.co/7VEEuqfE4K,False,381,142,23,2010-02-02 23:14:01,423,None,True,False,42099,None,NONE,False,False,None,None,None,None,True,0,0,Informative,"0.24166667,0.24166667,0.24166667,0.24166667,0.24166667,0.24166667,
 0.22764321,0.21676577,0.21676577,0.21676577"
2021-06-24 17:43:28,1408118591883341826,She says one death could occur out of 1 million people who are not vaccinated! And mild side effects shouldn't stop that!   1 million shots given to persons with unknown heart issues will be higher than that! Enough isnt known at this point how #Covid effect the ❤️ heart! https://t.co/IPZeALk7u7,twitter.com/anyuser/status/1408118591883341826,Covid,Twitter Web App,110838368,Adino Adonai,Adinoadonai,los angeles,NONE,"artist, musician,counselor, humanitarian, philosopher, priest (not Joel Osteen)
 A servant of humanity!",https://t.co/7VEEuqfE4K,False,381,142,23,2010-02-02 23:14:01,423,None,True,False,42099,None,NONE,False,False,None,None,None,None,True,0,0,Misinformative,"0.39738838,0.32947164,0.2149446 ,0.2149446 ,0.2149446 ,0.2149446 ,
 0.2149446 ,0.19869419,0.19869419,0.19869419"
2021-06-24 14:38:53,1408072139672997892,"But I was told, I was a conspiracy theorist, for even mentioning this treatment? Why would this effective treatment not be used?  instead they injected the population with a jab that’s new and no one knows the long term side effects 🤷🏻‍♀️  Nothing makes sense!! #Covid https://t.co/0uqgnLGirm",twitter.com/anyuser/status/1408072139672997892,Covid,Twitter for iPad,53013955,Sarah A 🌸,sarahandrews77,worcestershire UK,NONE,#OriginalBrexiteer🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🇮🇪🇬🇧 #SilentMajority. #DefundTheBBC #ReformNHS #VaccineRefusenik #freethinker,None,False,6425,6419,29,2009-07-02 8:56:59,43294,None,True,False,14913,None,NONE,False,False,None,None,None,None,True,1,2,Informative,"0.43246797,0.2339189 ,0.2339189 ,0.2339189 ,0.2339189 ,0.2339189 ,
 0.21623398,0.21623398,0.19395362,0.19395362"
2021-06-24 13:06:57,1408049002042494989,I just wanted to say 30% of the people I know have had horrible side effects from the #vaccine I only know 2 people who have got #covid so I know more people affected by the #vaccine then #covid,twitter.com/anyuser/status/1408049002042494989,vaccine,Twitter for iPhone,2281406539,Andy Harris,AndyHar36971693,Omaha NE,NONE,realtor & Husband,None,False,32,110,0,2014-01-08 1:31:58,1614,None,False,False,740,None,NONE,False,False,None,None,None,None,False,0,0,Unverified,"0.53665736,0.45256511,0.26863372,0.26863372,0.23715933,0.22273738,
 0.22273738,0.20588373,0.20588373,0.17888579"
2021-06-24 10:44:58,1408013272327000068,"🚨 Car insurance might be void if you have an accident caused by the side effects of a coronavirus vaccine, lawyers warn. 👇  https://t.co/pNqBfdrKVQ #Covid #Covid19 #Coronavirus #Lockdown #Vaccine #Insurance #uk",twitter.com/anyuser/status/1408013272327000068,Covid,Twitter Web App,266067803,Infinite Idiocracy,Infinite_Ennui,,NONE,Ego Odi Hypocrisis,None,False,998,987,15,2011-03-14 16:00:42,190147,None,False,False,81111,None,NONE,False,False,None,None,None,None,False,0,0,Unverified,"0.50430994,0.35296916,0.25215497,0.25215497,0.25215497,0.22261131,
 0.20050189,0.18143828,0.16791243,0.1297852 "
2021-06-24 10:02:34,1408002603296903169,"(YouGov):What side effects of the #COVID-19 vaccine have #Britons experienced? : Four in ten vaccine recipients report no side effects at all As the coronavirus vaccination programme continues apace, a YouGov survey conducted on .. #TrendsSpy https://t.co/glsSI5e1TT https://t.co/5qzF4iPGXu",twitter.com/anyuser/status/1408002603296903169,COVID,Newsoneplace To Twitter,3534222021,NewsOnePlace.com,newsoneplace,,NONE,"https://t.co/WWMmIkl7DB is a news aggregator, it gathers news from different sources around the UK and the world, 24/7 automatically. All news in one place. #TrendsSpy",https://t.co/ojosfP11T7,False,790,136,1504,2015-09-03 13:15:22,12,None,False,False,1450360,None,NONE,False,False,None,None,None,None,False,0,0,Misinformative,"0.45376479,0.30216636,0.2268824 ,0.2268824 ,0.2268824 ,0.2268824 ,
 0.20972946,0.20972946,0.20029979,0.18811931"
2021-06-24 2:58:32,1407895891512594436,The W.H.O. Is recommending NOT to vaccinate children and Young People! The Risk are Too HIGH &amp; side effects unknown! Facebook censoring! ☠️☠️☠️ Wake up People!   #Covid #ChinaVirus #CCPVirus #Vaccine #Vax #Jab #ExperimentalDrug #WHO 💀💀👇👇👇 https://t.co/GOybYwRxYv,twitter.com/anyuser/status/1407895891512594436,Covid,Twitter for iPad,1348454753592864768,RRowe,RRowe74038797,"Texas, USA",NONE,"Flightsim enthusiasts, Digital Combat Simulator, Private Pilot, Proud Disabled USCG veteran, conservative, Christian!",None,False,76,351,0,2021-01-11 2:20:54,7522,None,False,False,3492,None,NONE,False,False,None,None,None,None,False,1,3,Informative,"0.27456993,0.24446894,0.24446894,0.24446894,0.22598641,0.22598641,
 0.21287284,0.19439032,0.18736358,0.16279422"
2021-06-25 17:36:22,1408479194531565574,"TMC MP #MimiChakraborty  and more than 250 others had taken a #Covid-19 vaccine at the fake vaccination centre run by Debanjan Dev, who identified himself as an IAS officer. He was arrested. @mimichakraborty #fakevaccinationcamp  https://t.co/BYLQqhmSrz via @utkaltoday",twitter.com/anyuser/status/1408479194531565574,MimiChakraborty,Twitter for Android,1250034659766853633,Utkal Today,utkaltoday,"Bhubaneshwar, India",NONE,"New age media company focusing on social issues, politics, culture, international relations, Science etc.",https://t.co/8ugSGat0jb,False,64,207,0,2020-04-14 12:14:32,56,None,False,False,4142,None,NONE,False,False,None,None,None,None,False,0,0,Informative,"0.22279183,0.22279183,0.22279183,0.22279183,0.22279183,0.22279183,
 0.19399737,0.14503413,0.14195556,0.10761399"
2021-06-25 8:01:06,1408334423292973059,The Bombay High Court on Thursday directed both the state and the BMC to file affidavits to state the new policy guidelines to ensure there is no repeat of the fake vaccination camps that occurred in  #covid #vaccine #health https://t.co/M3nflNTk4H,twitter.com/anyuser/status/1408334423292973059,covid,Twitter for iPhone,1182310020706226176,NewsHamster,NewsHamster1,"Bengaluru, India",NONE,"Official handle of NewsHamster Latest updates and neutral news Brought to you by, freedom of speech and expression. RT doesn't equate to endorsement or like.",https://t.co/FPSFG5n1K4,False,167,388,1,2019-10-10 15:01:03,1059,None,False,False,2855,None,NONE,False,False,None,None,None,None,False,0,0,Informative,"0.35409838,0.23101088,0.23101088,0.23101088,0.23101088,0.23101088,
 0.23101088,0.23101088,0.23101088,0.21354582"
2021-06-25 6:37:20,1408313341789892609,"Over 2,000 in Mumbai duped in fake vaccine drives, says govt #fake #vaccine #mumbai #maharashtra #covid #counterfeit #anticounterfeiting #ktpil #trackpack https://t.co/ySgzE6tUYy",twitter.com/anyuser/status/1408313341789892609,fake,Twitter Web App,3010939058,Arun Agarwal,ArunKTPIL,,NONE,"MD of @KTPIL, Vice President @ASPAGlobal. Views are my own.",https://t.co/QCm4ayOMDe,False,22,95,0,2015-02-06 6:24:40,71,None,False,False,165,None,NONE,False,False,None,None,None,None,False,1,0,Informative,"0.49143541,0.31312634,0.24571771,0.24571771,0.21692826,0.20373659,
 0.19538328,0.06338314,0.06211625,0.        "
2021-06-25 6:20:01,1408308985749508103,"Africa’s biggest seizure to date of 500,000 fake #Chinese #COVID-19 vaccines, is latest setback in uphill battle to combat 3rd wave with legitimate inoculation doses - https://t.co/2EK3AyQwzg",twitter.com/anyuser/status/1408308985749508103,Chinese,Hootsuite Inc.,3402412635,ADF Magazine,ADFmagazine,Africa,NONE,"Africa Defense Forum (ADF) magazine is a security affairs journal that focuses on all issues affecting peace, stability, and good governance in Africa.",https://t.co/eiFtgoUia6,False,1353,338,31,2015-08-04 9:19:35,642,None,False,False,16262,None,NONE,False,False,None,None,None,None,False,0,0,Misinformative,"0.2410835 ,0.2410835 ,0.2410835 ,0.2410835 ,0.2410835 ,0.2410835 ,
 0.22285692,0.22285692,0.22285692,0.20992496"
2021-06-24 20:44:40,1408164191463165952,"Young people citing fake medical conditions to get an early jab, GGD hardly checks https://t.co/4w2VbPxjPu #CoronaCheck #Covid #india #news #vaccine #Europe",twitter.com/anyuser/status/1408164191463165952,CoronaCheck,Twitter for iPhone,1369529462426066951,Abhi,abhiscien,,NONE,A composed scientist| travel enthusiast|walker|outdoorsman|porch gardener|my pics © |🌲✈️🚆🚝🎢🥢#travel #photography #world #india 🇮🇳,None,False,0,33,0,2021-03-10 6:04:25,6,None,False,False,89,None,NONE,False,False,None,None,None,None,False,0,1,Unverified,"0.27207071,0.27207071,0.27207071,0.27207071,0.27207071,0.25150141,
 0.25150141,0.23690726,0.23690726,0.22558716"
2021-06-24 19:00:01,1408137856233754629,A fake #COVID vaccination camp was allegedly held in Kasba area of #Kolkata in West Bengal on Tuesday triggering concerns among people who took the 'fake' jab.   https://t.co/xd4T5LUU42,twitter.com/anyuser/status/1408137856233754629,COVID,Twitter Web App,3638215945,Mirror Now,MirrorNow,India,NONE,MIRROR NOW's Mission: Demand accountability and relentlessly drive improvement by addressing everyday issues.,https://t.co/OujxBx98Ll,False,101870,24,356,2015-09-21 13:31:19,1,None,False,True,123721,None,NONE,False,False,None,None,None,None,False,2,4,Informative,"0.32206366,0.25273104,0.25273104,0.25273104,0.25273104,0.23362387,
 0.22006712,0.1645241 ,0.14192466,0.06519224"
2021-06-24 12:46:07,1408043759938453511,"How some corrupted #tanzanians people can start lie about #covid whereas in USA everybody know that all about this fake pandemic was false ? #Fauci lied about #Vaccine, #mask, #treatments, #LockDown, danger of #covid... Eh guys, it is too late to start propaganda... #FauciEmails https://t.co/raMtb8bpyG",twitter.com/anyuser/status/1408043759938453511,tanzanians,Twitter for Android,1355096022708604928,Truth About Covid,Vaccineinauwa,,NONE,Truth- Ntasema Ukweli- Vaccine inauwa Vaccine ni mbaya. Telegram : https://t.co/njWepb7a5t Let's join us on telegram to share information.,https://t.co/njWepb7a5t,False,280,1441,0,2021-01-29 10:13:04,186,None,False,False,437,None,NONE,False,False,None,None,None,None,False,1,2,Misinformative,"0.39315066,0.21265244,0.21265244,0.21265244,0.19657533,0.19657533,
 0.19657533,0.19657533,0.18516844,0.17632056"
2021-06-25 20:29:04,1408522652386533376,"COVID-19 BY THE NUMBERS 7:00 P.M. ET, JUNE 24, 2021   reported 7-day change -33%  Deaths + 27%  Hospitalized -20%  #Covid #Canada https://t.co/UrgjZzjlaJ",twitter.com/anyuser/status/1408522652386533376,Covid,Twitter Web App,257120803,chris west,cwest0583,St. Marys Ontario Canada,NONE,"Director, AllRoads Dodge Jeep Ram Chrysler  https://t.co/hfd6oHaUDt ; Director Goals childrens breakfast program; Board Member Transport Action Ontario",https://t.co/hfd6oHaUDt,False,2566,3070,100,2011-02-24 19:38:04,144,None,True,False,21266,None,NONE,False,False,None,None,None,None,False,0,0,Informative,"0.27040206,0.27040206,0.27040206,0.27040206,0.24995892,0.24995892,
 0.24995892,0.24995892,0.24995892,0.24995892"
2021-06-25 20:12:07,1408518388457017344,"Pakistan put on UKs travel red list is another example. Pakistan sustained and contained #COVID. India who had the delta variant remained off the list. On 4th of May India had reported  382,146 new cases &amp; Pakistan reported 0. Pakistan was on red list and India wasn’t.",twitter.com/anyuser/status/1408518388457017344,COVID,Twitter for iPhone,64072954,Shezreh Mirza,ShezrehMirza,Karachi and Badin,NONE,"Associate Lawyer at Ministry of Law and Justice. Proud Spartan, Major Economics & Public Policy. LLM-LPC. #GYC2012 #CYP2012 #ILCC2019",None,False,37326,1245,138,2009-08-09 0:21:13,4704,None,True,False,50327,None,NONE,False,False,None,None,None,None,False,2,12,Misinformative,"0.52612989,0.41890573,0.37574243,0.3021109 ,0.18497303,0.15105545,
 0.15105545,0.15105545,0.15105545,0.15105545"
